lonR,latR,depR
-117.4396,35.63622,4.318
-117.56835,35.75097,6.038
-117.68481,35.88445,7.51
-117.70001,35.93839,4.392
-117.67028,35.86426,7.96
-117.69127,35.88281,7.135
-117.69395,35.94102,4.021
-117.47746,35.665,1.399
-117.46528,35.67046,7.188
-117.47795,35.6646,1.82
-117.68971,35.88398,7.128
-117.42318,35.5931,4.587
-117.46648,35.67582,0.888
-117.4822,35.67106,5.663
-117.52922,35.65872,8.604
-117.47568,35.66436,2.914
-117.47565,35.66451,2.952
-117.46677,35.67577,0.914
-117.47579,35.66451,2.946
-117.68489,35.88455,7.588
-117.67315,35.98487,3.186
-117.66137,35.84108,2.708
-117.59242,35.69913,7.558
-117.84272,36.06944,3.35
-117.68473,35.91382,4.472
-117.47899,35.66633,1.93
-117.50435,35.66704,6.018
-117.54423,35.73061,7.248
-117.34725,35.57114,3.432
-117.45246,35.64049,2.481
-117.57429,35.70982,7.464
-117.67412,35.87208,6.677
-117.70952,35.92814,5.055
-117.54206,35.67591,7.58
-117.3543,35.5806,4.409
-117.47068,35.67869,7.63
-117.46904,35.65893,1.399
-117.68769,35.86569,7.274
-117.68105,35.89745,7.704
-117.68175,35.90127,4.778
-117.51957,35.73602,3.701
-117.6796,35.89944,3.873
-117.68829,35.88146,7.117
-117.46093,35.60769,5.105
-117.68129,35.88834,3.179
-117.58238,35.61345,6.61
-117.67026,35.86325,8.09
-117.68047,35.89274,7.52
-117.68336,35.88814,4.122
-117.68345,35.8884,4.036
-117.68297,35.88476,2.991
-117.70722,35.92809,4.665
-117.45268,35.62378,4.92
-117.45305,35.62356,4.712
-117.45224,35.64168,2.402
-117.68196,35.88822,4.643
-117.68451,35.88594,4.523
-117.67706,35.89125,4.368
-117.70374,35.86781,4.852
-117.522,35.71495,4.346
-117.68007,35.88867,4.408
-117.67933,35.89942,4.315
-117.67829,35.88842,5.311
-117.68371,35.88523,2.896
-117.68364,35.88534,3.226
-117.69421,35.87806,7.371
-117.72988,35.91961,4.52
-117.45698,35.64943,1.55
-117.67962,35.97073,2.494
-117.68934,35.88052,4.451
-117.69018,35.91304,4.579
-117.52242,35.71439,4.329
-117.52226,35.71464,4.468
-117.52215,35.71475,4.429
-117.52187,35.71493,4.478
-117.69262,35.8811,7.421
-117.52197,35.71508,4.337
-117.52181,35.71557,3.765
-117.67834,35.88806,5.24
-117.52163,35.71543,4.171
-117.72583,35.8907,6.758
-117.69077,35.9044,4.056
-117.52261,35.71421,4.373
-117.87312,36.04338,4.108
-117.681,35.90267,4.094
-117.52165,35.71585,4.139
-117.68439,35.97456,2.986
-117.68276,35.97491,3.282
-117.5218,35.71523,4.237
-117.71203,35.92574,4.276
-117.68465,35.97461,2.875
-117.85137,36.06753,3.485
-117.43223,35.63088,4.062
-117.67986,35.88362,4.771
-117.52162,35.71649,3.458
-117.54793,35.74712,5.179
-117.67696,35.89082,4.524
-117.4626,35.63266,4.813
-117.68054,35.8827,5.066
-117.41395,35.61083,4.733
-117.41396,35.61082,4.732
-117.46334,35.67557,7.39
-117.73581,35.90725,4.333
-117.43739,35.61401,6.496
-117.68171,35.90133,4.656
-117.69361,35.915,4.607
-117.66173,35.97013,3.715
-117.52563,35.69163,7.46
-117.73604,35.9192,4.294
-117.68276,35.88834,4.221
-117.52331,35.6575,9.783
-117.52018,35.68911,7.868
-117.67809,35.88758,5.205
-117.42576,35.58819,5.17
-117.49585,35.71001,6.456
-117.67704,35.89093,4.144
-117.67834,35.88833,5.337
-117.56346,35.71317,6.768
-117.45255,35.6425,1.508
-117.59102,35.69922,7.732
-117.69339,35.87766,7.348
-117.51193,35.70248,8.31
-117.66572,35.96242,4.364
-117.49843,35.70743,6.562
-117.68025,35.90172,3.988
-117.52271,35.7141,4.343
-117.39559,35.59787,6.945
-117.68044,35.88383,4.801
-117.49618,35.71,6.411
-117.67845,35.88935,4.587
-117.67729,35.89069,4.025
-117.64412,35.82292,3.198
-117.68464,35.88444,7.596
-117.48815,35.65446,5.683
-117.45772,35.62608,5.183
-117.70993,35.93532,3.783
-117.70996,35.93494,4.327
-117.52197,35.71474,4.246
-117.48879,35.65402,5.719
-117.51289,35.67327,7.958
-117.52175,35.71526,4.472
-117.43536,35.6341,6.428
-117.70995,35.93515,4.264
-117.69139,35.91099,4.731
-117.59744,35.61426,7.724
-117.69292,35.88318,7.375
-117.67828,35.88918,4.639
-117.70982,35.93515,4.137
-117.52214,35.71481,4.591
-117.69548,35.87971,6.19
-117.68188,35.88461,4.779
-117.42005,35.5905,4.527
-117.69685,35.92619,5.054
-117.4714,35.66784,6.91
-117.68039,35.89793,7.711
-117.40802,35.5866,6.807
-117.68257,35.88862,3.963
-117.35744,35.58797,4.426
-117.69587,35.8792,6.027
-117.5208,35.66512,8.889
-117.68446,35.88687,4.069
-117.48162,35.65718,2.147
-117.39973,35.59853,7.414
-117.6838,35.97414,3.055
-117.68239,35.88862,3.795
-117.52253,35.71395,4.381
-117.7084,35.87584,4.568
-117.68309,35.88571,3.002
-117.84463,36.05495,3.261
-117.47695,35.66698,1.003
-117.55186,35.72179,5.293
-117.50868,35.67102,8.303
-117.67838,35.88922,4.517
-117.68355,35.97406,3.284
-117.70974,35.93507,3.571
-117.65728,35.84024,4.363
-117.86963,36.04355,3.785
-117.68324,35.88845,4.306
-117.48217,35.67142,4.477
-117.64789,35.82422,4.504
-117.44419,35.64243,3.323
-117.68311,35.88843,3.937
-117.6804,35.88688,4.762
-117.47997,35.65098,2.264
-117.4632,35.6066,4.944
-117.68388,35.88829,3.969
-117.483,35.66241,3.007
-117.50476,35.70407,6.078
-117.42404,35.5918,5.938
-117.56521,35.70683,8.535
-117.48182,35.6714,4.595
-117.48264,35.66074,4.094
-117.66156,35.96761,3.523
-117.69329,35.91837,4.379
-117.51441,35.67377,8.353
-117.53567,35.73875,6.954
-117.48195,35.67116,4.611
-117.45843,35.63762,5.757
-117.41356,35.61046,4.649
-117.48199,35.6709,4.697
-117.70983,35.93498,4.332
-117.70974,35.93538,3.733
-117.70974,35.93518,4.436
-117.70192,35.95827,4.509
-117.57937,35.70767,7.364
-117.52198,35.71495,4.093
-117.8428,36.07018,3.256
-117.48127,35.66956,4.584
-117.39278,35.59544,7.468
-117.35416,35.58732,4.702
-117.52991,35.70144,8.818
-117.7067,35.92818,4.918
-117.6836,35.88827,4.269
-117.46045,35.66394,6.699
-117.71551,35.89161,6.588
-117.58452,35.77382,6.991
-117.5642,35.75226,7.047
-117.35909,35.56468,2.844
-117.48158,35.67157,4.678
-117.52217,35.71472,4.157
-117.48172,35.67154,4.568
-117.87041,36.04296,3.94
-117.41433,35.61091,4.337
-117.47496,35.66685,6.752
-117.67461,35.93271,4.146
-117.4293,35.62714,3.274
-117.68107,35.88755,4.452
-117.67161,35.86433,7.892
-117.48224,35.67122,4.586
-117.48011,35.66782,0.727
-117.48081,35.65804,4.776
-117.48207,35.671,4.672
-117.44416,35.63913,7.286
-117.71668,35.90167,7.755
-117.84298,36.07005,3.399
-117.70346,35.88656,7.591
-117.41938,35.58779,5.114
-117.43793,35.64244,4.27
-117.43145,35.60126,5.415
-117.68255,35.88864,4.104
-117.52204,35.71496,3.977
-117.67012,35.86307,8.058
-117.85607,36.04259,3.573
-117.52241,35.71415,4.243
-117.52166,35.71498,4.554
-117.43284,35.59808,7.365
-117.52262,35.71408,4.257
-117.57294,35.71393,6.348
-117.41865,35.58699,5.101
-117.69073,35.883,7.118
-117.48154,35.65964,4.826
-117.41925,35.5885,5.268
-117.68614,35.8851,7.183
-117.59286,35.59695,4.233
-117.52227,35.71422,3.581
-117.48398,35.66656,5.092
-117.58096,35.76093,5.921
-117.52272,35.71389,4.219
-117.68579,35.88485,7.3
-117.66149,35.96694,3.679
-117.67827,35.8889,4.524
-117.52797,35.65839,8.414
-117.52201,35.71499,3.973
-117.42592,35.58874,4.866
-117.39734,35.60335,7.076
-117.48176,35.67182,4.532
-117.41975,35.58818,5.098
-117.68402,35.88781,3.25
-117.84274,36.07012,3.28
-117.43391,35.63451,4.315
-117.5228,35.7138,4.482
-117.52268,35.71403,4.383
-117.52273,35.71403,4.164
-117.57999,35.60653,5.691
-117.52289,35.71368,4.464
-117.51328,35.67433,8.033
-117.66473,35.96869,3.567
-117.46848,35.67542,6.058
-117.68188,35.89993,4.172
-117.52299,35.71346,4.425
-117.5233,35.7133,4.386
-117.52103,35.67511,7.674
-117.54665,35.72894,6.143
-117.59174,35.6994,7.329
-117.52315,35.71415,3.152
-117.52331,35.71325,4.407
-117.52265,35.71424,4.309
-117.53317,35.66935,8.206
-117.48193,35.67149,4.61
-117.35636,35.58525,4.75
-117.68468,35.88453,7.552
-117.7324,35.90023,4.962
-117.47373,35.67078,3.479
-117.58001,35.60672,5.675
-117.52299,35.71365,4.305
-117.66172,35.96997,3.581
-117.67034,35.86489,7.864
-117.52124,35.7162,4.162
-117.43885,35.63621,4.228
-117.45217,35.64719,3.134
-117.5224,35.71463,4.076
-117.5223,35.71476,4.014
-117.48177,35.67136,4.903
-117.70701,35.92795,4.968
-117.67347,35.90416,3.416
-117.52169,35.71547,4.072
-117.43034,35.62423,3.582
-117.45788,35.64767,6.6
-117.44035,35.64043,4.313
-117.68291,35.97517,3.714
-117.68484,35.87049,7.405
-117.67553,35.98154,2.99
-117.42364,35.62652,4.297
-117.49445,35.70119,7.729
-117.57228,35.75258,4.515
-117.75008,35.90487,6.967
-117.48205,35.66878,2.444
-117.69341,35.91809,4.284
-117.34028,35.56764,3.729
-117.48185,35.67152,4.67
-117.58291,35.61004,5.819
-117.53525,35.71749,7.501
-117.4061,35.60685,8.114
-117.52279,35.65811,9.346
-117.69876,35.88044,6.979
-117.52075,35.69229,7.602
-117.43089,35.60116,5.937
-117.67349,35.90054,4.118
-117.71073,35.88118,3.456
-117.39649,35.59589,6.977
-117.54819,35.71094,5.639
-117.53404,35.69019,8.595
-117.43911,35.63621,4.25
-117.70087,35.95601,4.643
-117.68268,35.88891,4.194
-117.67595,35.90189,3.198
-117.6824,35.88847,4.12
-117.48502,35.65524,3.874
-117.6827,35.88887,4.213
-117.43895,35.63676,4.199
-117.48022,35.66482,2.599
-117.68429,35.88871,3.742
-117.43954,35.63614,4.261
-117.69399,35.92208,4.457
-117.68254,35.88895,4.958
-117.46541,35.64704,2.289
-117.42472,35.59401,5.638
-117.48016,35.66547,2.669
-117.41876,35.61405,3.966
-117.47996,35.67091,2.581
-117.42431,35.59345,5.481
-117.64773,35.82452,4.224
-117.4799,35.67102,2.664
-117.71506,35.88276,4.34
-117.43515,35.6277,7.381
-117.53724,35.68078,9.241
-117.48534,35.65715,4.302
-117.52317,35.7136,4.302
-117.67827,35.88816,5.312
-117.47351,35.67429,7.05
-117.67823,35.88831,5.329
-117.69336,35.91328,4.801
-117.71527,35.92513,4.247
-117.44719,35.65105,4.643
-117.45226,35.63965,3.938
-117.57337,35.77008,6.534
-117.66614,35.96837,4.041
-117.35143,35.58969,4.592
-117.69151,35.91111,4.87
-117.49964,35.65492,5.835
-117.84168,36.06991,2.528
-117.44451,35.64252,6.545
-117.68245,35.88499,4.972
-117.47774,35.65798,7.413
-117.5203,35.68936,7.448
-117.68028,35.93212,3.011
-117.52299,35.71354,4.337
-117.46615,35.65832,5.603
-117.69315,35.91386,4.776
-117.71293,35.9244,4.115
-117.49649,35.67654,6.534
-117.41671,35.61265,5.321
-117.51585,35.68038,9.146
-117.44983,35.64198,4.267
-117.42576,35.62727,4.356
-117.69299,35.87689,7.235
-117.58417,35.76408,6.714
-117.41371,35.61072,4.621
-117.74428,35.90771,7.306
-117.59245,35.61933,7.087
-117.682,35.90058,4.593
-117.58856,35.5944,5.53
-117.41524,35.6128,5.133
-117.42732,35.6268,4.143
-117.52316,35.67618,8.568
-117.86973,36.04293,3.833
-117.70528,35.93381,4.596
-117.68179,35.90055,4.588
-117.70023,35.90925,4.423
-117.50954,35.70191,8.066
-117.85243,36.05497,3.6
-117.43874,35.6423,4.495
-117.5906,35.59598,4.792
-117.67455,35.89999,4.297
-117.53067,35.65896,8.555
-117.69273,35.8784,7.32
-117.46938,35.67428,1.354
-117.68533,35.87042,7.574
-117.46898,35.67418,1.43
-117.67783,35.88017,5.323
-117.4119,35.61026,4.758
-117.67636,35.87945,7.697
-117.68278,35.88908,4.223
-117.49521,35.64628,6.491
-117.67691,35.89133,4.493
-117.69065,35.88368,7.013
-117.66673,35.87197,8.844
-117.46949,35.6746,1.434
-117.41977,35.58701,4.717
-117.6851,35.8707,7.576
-117.49803,35.70764,6.509
-117.67252,35.88848,6.744
-117.43064,35.62434,3.443
-117.49954,35.70753,7.217
-117.42015,35.58677,4.834
-117.48588,35.66725,4.932
-117.48018,35.66105,6.467
-117.67564,35.88443,4.913
-117.70474,35.95348,5.722
-117.4317,35.60146,4.974
-117.41981,35.58658,4.915
-117.68513,35.87083,7.558
-117.54697,35.71281,5.077
-117.71178,35.88491,7.119
-117.39972,35.59067,7.438
-117.54732,35.71244,5.464
-117.47163,35.67673,7.26
-117.5768,35.70981,7.292
-117.515,35.70288,8.16
-117.48374,35.6733,6.149
-117.48411,35.67353,6.108
-117.45737,35.67228,5.55
-117.67624,35.93171,4.1
-117.70054,35.91065,4.887
-117.68438,35.97561,3.103
-117.42531,35.62547,3.322
-117.68422,35.97496,3.039
-117.68459,35.97611,2.921
-117.3511,35.5756,3.875
-117.32613,35.55964,3.54
-117.6818,35.90294,5.114
-117.67634,35.90176,3.023
-117.6836,35.97472,3.19
-117.48383,35.65791,3.695
-117.84261,36.07056,3.384
-117.49509,35.70987,5.771
-117.68473,35.97455,3.207
-117.84248,36.07048,3.396
-117.84232,36.07043,3.234
-117.52554,35.68701,7.972
-117.69015,35.88408,7.73
-117.4575,35.64763,5.576
-117.67631,35.90155,2.881
-117.35163,35.57568,3.506
-117.67448,35.89032,7.693
-117.55252,35.74674,3.759
-117.35067,35.57588,3.711
-117.4117,35.61307,5.077
-117.45331,35.62273,4.825
-117.70484,35.86952,4.799
-117.34836,35.5731,4.168
-117.46566,35.65126,6.945
-117.67482,35.93664,3.748
-117.46569,35.60504,5.01
-117.44748,35.64286,2.486
-117.67372,35.90024,4.243
-117.61258,35.58787,7.372
-117.67698,35.89149,4.266
-117.73171,35.91777,6.65
-117.66746,35.87127,8.703
-117.67362,35.90022,4.034
-117.67716,35.89172,4.228
-117.66193,35.96813,3.506
-117.67824,35.87859,5.459
-117.50113,35.70937,7.145
-117.6949,35.90924,4.665
-117.67346,35.90041,4.097
-117.67722,35.89137,4.113
-117.84868,36.05463,3.802
-117.33156,35.56789,3.907
-117.8558,36.04997,3.86
-117.52925,35.72963,6.552
-117.59251,35.59655,4.187
-117.66744,35.87123,8.764
-117.65323,35.83176,4.524
-117.58213,35.60962,5.939
-117.52267,35.66427,7.484
-117.35617,35.58591,4.794
-117.5828,35.60951,5.858
-117.67995,35.8874,4.491
-117.43677,35.60735,5.938
-117.66747,35.87169,8.678
-117.67438,35.90361,3.575
-117.70158,35.90239,5.414
-117.71265,35.92535,4.198
-117.48509,35.65672,4.981
-117.84236,36.07019,3.036
-117.52803,35.65807,8.409
-117.67761,35.89105,4.655
-117.8426,36.07009,3.156
-117.44921,35.64442,6.403
-117.67011,35.97118,3.44
-117.48639,35.6918,6.274
-117.68429,35.88728,4.126
-117.57152,35.77253,6.255
-117.54902,35.72029,6.068
-117.69695,35.88183,6.904
-117.43194,35.62712,3.963
-117.70881,35.89478,6.285
-117.54021,35.74404,4.235
-117.67788,35.89003,4.385
-117.70566,35.92655,4.391
-117.53678,35.65735,7.642
-117.47506,35.67193,4.436
-117.53318,35.70066,7.64
-117.57135,35.77274,6.461
-117.70763,35.87181,4.911
-117.85346,36.05139,3.091
-117.5485,35.74539,4.482
-117.678,35.89001,4.469
-117.45806,35.64792,2.179
-117.7278,35.90875,5.294
-117.8428,36.07048,3.446
-117.84283,36.0702,3.448
-117.71103,35.91757,5.041
-117.66271,35.97346,3.561
-117.50191,35.70872,7.03
-117.70399,35.86975,4.463
-117.50925,35.66998,5.736
-117.58663,35.70309,6.572
-117.45905,35.60683,3.996
-117.46695,35.67876,6.602
-117.51363,35.67062,8.034
-117.46767,35.67645,7.148
-117.41591,35.58479,5.854
-117.69535,35.94321,2.936
-117.71104,35.87679,4.412
-117.50065,35.65782,5.03
-117.68253,35.89215,4.664
-117.71006,35.87635,4.182
-117.66316,35.97394,3.678
-117.71043,35.87642,4.252
-117.5781,35.7774,9.655
-117.59069,35.59554,4.858
-117.58986,35.70074,7.715
-117.5156,35.68694,6.836
-117.49954,35.65613,5.565
-117.84246,36.07053,3.378
-117.56317,35.75128,7.661
-117.34269,35.56561,2.905
-117.68605,35.89411,4.479
-117.48228,35.67624,6.185
-117.67655,35.89219,4.292
-117.46641,35.65772,5.595
-117.45241,35.62442,6.146
-117.66317,35.97361,3.727
-117.4113,35.61233,5.258
-117.46918,35.67717,5.52
-117.66118,35.96956,3.558
-117.70438,35.96101,4.127
-117.70213,35.95628,4.129
-117.67843,35.89098,4.592
-117.48034,35.67128,2.933
-117.68031,35.8978,7.682
-117.68044,35.88732,4.691
-117.68204,35.88363,4.379
-117.5335,35.69036,8.539
-117.68273,35.89006,5.167
-117.71745,35.9158,4.03
-117.68176,35.88815,4.683
-117.44605,35.64407,6.211
-117.69345,35.92038,4.236
-117.7138,35.91553,3.973
-117.70347,35.96,3.989
-117.52171,35.66723,6.466
-117.52188,35.66732,6.539
-117.67241,35.90716,2.695
-117.67823,35.88872,4.721
-117.64571,35.82202,4.133
-117.70476,35.95363,5.751
-117.39352,35.59795,6.844
-117.48,35.66276,5.333
-117.70485,35.95361,5.762
-117.40661,35.60359,7.103
-117.65901,35.82699,5.108
-117.66296,35.97469,3.649
-117.51749,35.67366,8.59
-117.68695,35.88185,7.228
-117.72821,35.90003,5.197
-117.69289,35.8732,8.241
-117.43675,35.63216,3.468
-117.43104,35.62877,3.467
-117.51263,35.67426,8.185
-117.58425,35.61193,6.83
-117.70866,35.95698,4.186
-117.51609,35.68292,8.999
-117.69833,35.91272,5.014
-117.43127,35.6011,5.999
-117.54525,35.67618,7.633
-117.43152,35.60125,5.923
-117.67113,35.98605,2.94
-117.43144,35.60111,5.937
-117.70581,35.89719,7.673
-117.6572,35.83998,4.469
-117.68185,35.90243,4.296
-117.48397,35.6611,2.029
-117.6631,35.97395,3.715
-117.59088,35.59549,4.895
-117.51305,35.67633,8.763
-117.42093,35.62049,4.297
-117.51828,35.69921,8.124
-117.47337,35.6687,5.244
-117.67451,35.9341,3.786
-117.70367,35.96013,3.998
-117.64869,35.82594,4.12
-117.68616,35.89813,4.512
-117.75444,35.90389,6.512
-117.70508,35.93418,4.552
-117.73597,35.91875,4.309
-117.7047,35.95374,5.756
-117.69982,35.8686,4.928
-117.68102,35.89739,7.755
-117.41223,35.61004,4.891
-117.45088,35.64853,3.173
-117.68001,35.88187,4.714
-117.68512,35.87101,7.534
-117.71138,35.92386,4.844
-117.69214,35.91228,5.075
-117.68555,35.8704,7.596
-117.66748,35.87121,8.759
-117.68038,35.92985,3.614
-117.70391,35.95935,4.027
-117.70397,35.90704,6.343
-117.69795,35.86767,3.836
-117.72759,35.89284,6.696
-117.73158,35.89907,6.462
-117.42204,35.59107,5.47
-117.54568,35.71329,5.146
-117.7144,35.94224,4.298
-117.68007,35.8875,4.669
-117.68715,35.8635,7.35
-117.66766,35.89509,3.727
-117.58143,35.77252,8.968
-117.45057,35.64861,3.137
-117.42134,35.6127,5.865
-117.73061,35.88912,6.636
-117.46581,35.6721,6.966
-117.73069,35.88913,6.673
-117.73159,35.89048,6.784
-117.69799,35.93748,4.096
-117.73149,35.89118,6.652
-117.73157,35.88919,6.702
-117.533,35.66783,8.074
-117.45026,35.64795,3.445
-117.73137,35.88974,6.36
-117.73094,35.88957,6.506
-117.45075,35.64782,3.265
-117.45047,35.64813,3.238
-117.73095,35.88891,6.543
-117.47636,35.66718,4.209
-117.73167,35.89072,6.892
-117.73129,35.89132,6.673
-117.68527,35.87026,7.511
-117.58879,35.61065,5.47
-117.44391,35.62035,4.95
-117.67665,35.98164,2.224
-117.71096,35.89721,6.784
-117.75127,35.90494,6.716
-117.56482,35.73916,3.731
-117.43842,35.60862,6.151
-117.39473,35.59271,7.141
-117.47625,35.66742,4.123
-117.73114,35.88975,6.565
-117.70783,35.95579,4.198
-117.51465,35.67441,8.023
-117.73105,35.88964,6.406
-117.69273,35.91997,4.437
-117.84562,36.0402,4.098
-117.68518,35.897,4.386
-117.44957,35.62133,5.673
-117.68058,35.89793,7.725
-117.7027,35.95877,4.258
-117.58597,35.60646,5.08
-117.69563,35.9018,4.754
-117.7309,35.88905,6.661
-117.52068,35.71594,4.483
-117.54919,35.74314,4.717
-117.73107,35.89048,6.491
-117.48266,35.67098,4.83
-117.67368,35.90014,3.848
-117.7045,35.88252,8.262
-117.43108,35.60148,5.895
-117.57227,35.7681,7.098
-117.84848,36.0553,4.068
-117.57957,35.70793,7.373
-117.43128,35.60127,5.901
-117.67711,35.88594,3.564
-117.49999,35.66612,5.623
-117.68925,35.8844,7.061
-117.69947,35.93599,4.096
-117.40507,35.60183,7.307
-117.57684,35.70846,7.232
-117.57652,35.70879,7.251
-117.85407,36.0531,4.328
-117.67303,35.90065,4.008
-117.50234,35.71068,6.601
-117.69397,35.91462,4.69
-117.5907,35.5954,4.916
-117.70086,35.86566,5.238
-117.7008,35.86604,5.189
-117.48701,35.65674,5.209
-117.54561,35.72793,6.148
-117.44332,35.64065,6.81
-117.73077,35.8895,6.722
-117.43207,35.62612,4.432
-117.6734,35.90014,3.949
-117.58145,35.60919,6.106
-117.51482,35.67425,7.987
-117.44232,35.63854,4.347
-117.57756,35.70906,7.873
-117.53023,35.73226,5.931
-117.50818,35.70356,5.783
-117.67402,35.90035,3.941
-117.7276,35.90028,5.255
-117.68169,35.88885,6.054
-117.49442,35.67992,6.081
-117.68118,35.92943,3.582
-117.68109,35.92938,3.581
-117.58784,35.70898,7.667
-117.47952,35.6665,6.002
-117.3504,35.57202,3.102
-117.55938,35.70557,8.37
-117.58583,35.7734,7.235
-117.71539,35.89964,7.836
-117.69005,35.91463,4.703
-117.58766,35.70929,7.643
-117.7026,35.86613,5.251
-117.41726,35.58492,4.166
-117.4332,35.62681,4.325
-117.43317,35.62661,4.289
-117.42996,35.63274,6.617
-117.67622,35.90068,3.907
-117.68098,35.92973,3.637
-117.68987,35.88345,7.329
-117.69742,35.93658,4.005
-117.68051,35.89938,4.261
-117.57784,35.7694,8.814
-117.45378,35.6476,3.959
-117.673,35.90052,4.084
-117.71218,35.9634,3.9
-117.45119,35.64744,3.252
-117.59412,35.60239,5.839
-117.7303,35.88913,6.598
-117.35068,35.57157,3.092
-117.451,35.64727,3.222
-117.42892,35.63132,6.639
-117.56444,35.71109,8.249
-117.55138,35.74282,6.417
-117.53872,35.67432,7.935
-117.52955,35.69456,8.176
-117.54592,35.71288,3.672
-117.66306,35.96914,3.41
-117.70577,35.87669,4.587
-117.46327,35.65192,7.14
-117.70406,35.91823,4.443
-117.67935,35.89821,7.671
-117.71247,35.92023,3.549
-117.71697,35.8785,3.852
-117.67985,35.88462,4.714
-117.71652,35.87898,3.872
-117.69775,35.88969,6.573
-117.47632,35.66515,2.379
-117.46994,35.67465,1.164
-117.7337,35.91945,4.266
-117.69126,35.89257,4.678
-117.73566,35.91988,4.146
-117.66358,35.96788,3.493
-117.73432,35.9203,3.325
-117.71734,35.9003,7.748
-117.71693,35.90057,7.743
-117.68187,35.97244,3.146
-117.54311,35.68033,8.525
-117.73579,35.92037,4.176
-117.66126,35.96875,3.161
-117.73487,35.92049,4.226
-117.47522,35.66694,6.711
-117.73173,35.92131,5.458
-117.6872,35.90794,6.502
-117.44967,35.64838,3.368
-117.66365,35.97254,3.006
-117.66498,35.96272,4.382
-117.49977,35.65478,5.146
-117.5063,35.67262,1.044
-117.67984,35.88694,4.858
-117.45825,35.63624,5.877
-117.42926,35.60201,4.659
-117.71183,35.92223,4.907
-117.50526,35.70149,6.557
-117.53586,35.71767,7.259
-117.67926,35.88247,4.948
-117.49781,35.643,5.532
-117.49815,35.64288,5.666
-117.71802,35.91811,4.549
-117.5739,35.71052,7.446
-117.41668,35.58532,5.331
-117.44387,35.63993,5.686
-117.67732,35.98331,2.725
-117.68731,35.9114,4.832
-117.68665,35.8729,7.53
-117.54092,35.73453,7.399
-117.73154,35.89182,6.407
-117.71183,35.92185,4.878
-117.45773,35.64523,1.946
-117.69913,35.93631,4.14
-117.44633,35.63855,3.201
-117.68527,35.87185,7.513
-117.70069,35.93638,4.328
-117.48709,35.68819,6.409
-117.69397,35.90484,5.068
-117.66721,35.87201,8.91
-117.68527,35.89714,4.463
-117.68241,35.91235,4.6
-117.41482,35.58392,5.904
-117.687,35.87153,7.301
-117.50703,35.70182,6.663
-117.681,35.88309,4.62
-117.55903,35.73766,8.326
-117.58795,35.77047,7.177
-117.70827,35.89112,7.592
-117.49428,35.64533,6.488
-117.45779,35.64346,1.865
-117.67895,35.94103,4.214
-117.68546,35.8721,7.377
-117.70041,35.867,5.049
-117.52608,35.68709,7.738
-117.69226,35.94091,4.215
-117.72097,35.91136,4.957
-117.68921,35.88535,7.267
-117.69282,35.88155,7.156
-117.69346,35.88985,7.903
-117.6631,35.97432,3.606
-117.71092,35.89726,7.932
-117.73111,35.89021,6.456
-117.71959,35.88462,4.28
-117.48744,35.65499,5.27
-117.331,35.56845,4.093
-117.50413,35.70468,7.916
-117.71025,35.88209,4.371
-117.66541,35.96574,4.679
-117.73048,35.89346,5.64
-117.57074,35.74276,4.656
-117.65768,35.90102,3.518
-117.66322,35.97432,3.68
-117.67945,35.86639,7.674
-117.58402,35.76468,6.699
-117.66311,35.96825,3.368
-117.45672,35.64779,5.302
-117.5035,35.67574,5.345
-117.7044,35.86488,8.167
-117.3988,35.60386,7.092
-117.54674,35.74423,5.363
-117.70072,35.86716,5.029
-117.70648,35.93076,4.485
-117.69272,35.87707,7.412
-117.44315,35.64034,5.963
-117.43143,35.62405,3.444
-117.71777,35.90115,4.862
-117.45844,35.60778,5.524
-117.34856,35.57632,4.172
-117.58182,35.764,8.211
-117.53444,35.73146,5.82
-117.52386,35.71523,5.691
-117.52404,35.7151,5.716
-117.36366,35.57728,4.271
-117.70088,35.95631,4.617
-117.7263,35.92097,6.867
-117.71962,35.9067,5.143
-117.73112,35.89057,6.664
-117.71015,35.90749,4.689
-117.69857,35.86735,3.795
-117.66574,35.9745,3.673
-117.70018,35.86909,5.229
-117.67984,35.89854,4.726
-117.67541,35.86645,6.836
-117.41717,35.61328,4.115
-117.7019,35.89482,6.394
-117.66639,35.97721,3.994
-117.46863,35.66698,7.142
-117.69254,35.86727,8.16
-117.577,35.70951,7.511
-117.45136,35.64118,1.872
-117.68256,35.88922,3.702
-117.6675,35.87336,9.003
-117.66541,35.97872,3.734
-117.52068,35.66742,7.861
-117.67241,35.98494,2.891
-117.35117,35.57392,4.779
-117.68704,35.88041,8.717
-117.35207,35.57413,4.844
-117.47468,35.66152,2.671
-117.67254,35.98499,2.946
-117.59589,35.69864,7.483
-117.73155,35.88917,6.432
-117.52048,35.70175,8.186
-117.70455,35.87171,4.253
-117.7112,35.8797,4.32
-117.70475,35.87114,4.885
-117.50573,35.69933,7.92
-117.53418,35.68429,8.738
-117.66441,35.9673,3.601
-117.7065,35.87499,4.856
-117.48696,35.65147,4.285
-117.52134,35.71863,4.369
-117.73481,35.91806,4.056
-117.70401,35.89604,8.299
-117.67788,35.86754,7.412
-117.47665,35.68664,7.425
-117.58794,35.70221,7.311
-117.53856,35.69752,9.167
-117.72223,35.89535,6.842
-117.69628,35.90305,8.723
-117.34866,35.57298,3.948
-117.6719,35.90361,3.598
-117.68642,35.90009,4.714
